[12:41:55.998] Namespace(root_path='../data/ACDC', volume_path='../data/ACDC/test', n_skip=1, z_spacing=10, dataset='ACDC', list_dir='./lists/lists_ACDC', num_classes=4, output_dir='./model_out_acdc', max_iterations=30000, max_epochs=150, batch_size=24, n_gpu=1, deterministic=1, base_lr=0.0001, img_size=224, seed=1234, cfg='configs/swin_tiny_patch4_window7_224_lite.yaml', opts=None, zip=False, cache_mode='part', resume=None, accumulation_steps=None, use_checkpoint=False, amp_opt_level='O1', tag=None, eval=False, throughput=False)
[12:41:56.005] 55 iterations per epoch. 8250 max iterations 
[12:42:00.184] iteration 1 : loss : 1.250152, lr_: 0.000100
[13:05:19.753] iteration 3735 : loss : 0.020504, lr_: 0.000058
[13:05:19.959] iteration 3736 : loss : 0.020702, lr_: 0.000058
[13:05:20.166] iteration 3737 : loss : 0.021344, lr_: 0.000058
[13:05:20.373] iteration 3738 : loss : 0.022587, lr_: 0.000058
[13:05:20.580] iteration 3739 : loss : 0.020426, lr_: 0.000058
[13:05:20.675] iteration 3740 : loss : 0.021530, lr_: 0.000058
[13:05:20.756] 
Validation ===>
[13:05:26.332] avg_dsc: 0.827469
[13:05:26.986] iteration 3741 : loss : 0.020983, lr_: 0.000058
[13:05:27.254] iteration 3742 : loss : 0.019733, lr_: 0.000058
[13:05:27.462] iteration 3743 : loss : 0.021198, lr_: 0.000058
[13:05:27.669] iteration 3744 : loss : 0.021414, lr_: 0.000058
[13:05:27.877] iteration 3745 : loss : 0.022487, lr_: 0.000058
[13:05:28.086] iteration 3746 : loss : 0.020857, lr_: 0.000058
[13:05:28.296] iteration 3747 : loss : 0.020312, lr_: 0.000058
[13:05:28.505] iteration 3748 : loss : 0.022020, lr_: 0.000058
[13:05:28.713] iteration 3749 : loss : 0.020493, lr_: 0.000058
[13:05:28.923] iteration 3750 : loss : 0.019894, lr_: 0.000058
[13:05:29.131] iteration 3751 : loss : 0.021562, lr_: 0.000058
[13:05:29.339] iteration 3752 : loss : 0.019670, lr_: 0.000058
[13:05:29.547] iteration 3753 : loss : 0.020033, lr_: 0.000058
[13:05:29.756] iteration 3754 : loss : 0.020587, lr_: 0.000058
[13:05:29.965] iteration 3755 : loss : 0.019644, lr_: 0.000058
[13:05:30.173] iteration 3756 : loss : 0.019459, lr_: 0.000058
[13:05:30.382] iteration 3757 : loss : 0.019158, lr_: 0.000058
[13:05:30.590] iteration 3758 : loss : 0.019828, lr_: 0.000058
[13:05:30.802] iteration 3759 : loss : 0.019315, lr_: 0.000058
[13:05:31.009] iteration 3760 : loss : 0.020179, lr_: 0.000058
[13:05:31.248] iteration 3761 : loss : 0.020371, lr_: 0.000058
[13:05:31.456] iteration 3762 : loss : 0.021704, lr_: 0.000058
[13:05:31.665] iteration 3763 : loss : 0.021053, lr_: 0.000058
[13:05:31.873] iteration 3764 : loss : 0.019974, lr_: 0.000058
[13:05:32.082] iteration 3765 : loss : 0.019082, lr_: 0.000058
[13:05:32.292] iteration 3766 : loss : 0.020643, lr_: 0.000058
[13:05:32.500] iteration 3767 : loss : 0.023269, lr_: 0.000058
[13:05:32.709] iteration 3768 : loss : 0.020688, lr_: 0.000058
[13:05:32.917] iteration 3769 : loss : 0.020699, lr_: 0.000058
[13:05:33.125] iteration 3770 : loss : 0.020961, lr_: 0.000058
[13:05:33.333] iteration 3771 : loss : 0.019999, lr_: 0.000058
[13:05:33.541] iteration 3772 : loss : 0.021242, lr_: 0.000058
[13:05:33.749] iteration 3773 : loss : 0.022986, lr_: 0.000058
[13:05:33.957] iteration 3774 : loss : 0.019179, lr_: 0.000058
[13:05:34.170] iteration 3775 : loss : 0.018950, lr_: 0.000058
[13:05:34.379] iteration 3776 : loss : 0.027240, lr_: 0.000058
[13:05:34.586] iteration 3777 : loss : 0.022261, lr_: 0.000058
[13:05:34.796] iteration 3778 : loss : 0.020881, lr_: 0.000058
[13:05:35.003] iteration 3779 : loss : 0.020420, lr_: 0.000058
[13:05:35.210] iteration 3780 : loss : 0.019657, lr_: 0.000058
[13:05:35.450] iteration 3781 : loss : 0.022043, lr_: 0.000058
[13:05:35.657] iteration 3782 : loss : 0.020235, lr_: 0.000058
[13:05:35.865] iteration 3783 : loss : 0.020320, lr_: 0.000058
[13:05:36.073] iteration 3784 : loss : 0.021291, lr_: 0.000058
[13:05:36.280] iteration 3785 : loss : 0.021420, lr_: 0.000058
[13:05:36.487] iteration 3786 : loss : 0.019417, lr_: 0.000058
[13:05:36.695] iteration 3787 : loss : 0.019095, lr_: 0.000058
[13:05:36.902] iteration 3788 : loss : 0.016768, lr_: 0.000058
[13:05:37.109] iteration 3789 : loss : 0.021987, lr_: 0.000058
[13:05:37.316] iteration 3790 : loss : 0.018842, lr_: 0.000058
[13:05:37.524] iteration 3791 : loss : 0.020034, lr_: 0.000057
[13:05:37.732] iteration 3792 : loss : 0.022282, lr_: 0.000057
[13:05:37.939] iteration 3793 : loss : 0.021967, lr_: 0.000057
[13:05:38.152] iteration 3794 : loss : 0.020361, lr_: 0.000057
[13:05:38.243] iteration 3795 : loss : 0.018072, lr_: 0.000057
[13:05:38.290] 
Validation ===>
[13:05:43.952] avg_dsc: 0.840342
[13:05:44.698] iteration 3796 : loss : 0.021381, lr_: 0.000057
[13:05:44.967] iteration 3797 : loss : 0.020477, lr_: 0.000057
[13:05:45.175] iteration 3798 : loss : 0.021068, lr_: 0.000057
[13:05:45.383] iteration 3799 : loss : 0.018880, lr_: 0.000057
[13:05:45.591] iteration 3800 : loss : 0.021203, lr_: 0.000057
[13:05:45.835] iteration 3801 : loss : 0.020876, lr_: 0.000057
[13:05:46.043] iteration 3802 : loss : 0.021026, lr_: 0.000057
[13:05:46.251] iteration 3803 : loss : 0.020321, lr_: 0.000057
[13:05:46.458] iteration 3804 : loss : 0.018294, lr_: 0.000057
[13:05:46.667] iteration 3805 : loss : 0.018660, lr_: 0.000057
[13:05:46.875] iteration 3806 : loss : 0.021467, lr_: 0.000057
[13:05:47.085] iteration 3807 : loss : 0.017494, lr_: 0.000057
[13:05:47.293] iteration 3808 : loss : 0.021249, lr_: 0.000057
[13:05:47.501] iteration 3809 : loss : 0.019603, lr_: 0.000057
[13:05:47.709] iteration 3810 : loss : 0.018676, lr_: 0.000057
[13:05:47.918] iteration 3811 : loss : 0.020100, lr_: 0.000057
[13:05:48.126] iteration 3812 : loss : 0.021192, lr_: 0.000057
[13:05:48.334] iteration 3813 : loss : 0.019579, lr_: 0.000057
[13:05:48.544] iteration 3814 : loss : 0.020422, lr_: 0.000057
[13:05:48.755] iteration 3815 : loss : 0.019470, lr_: 0.000057
[13:05:48.963] iteration 3816 : loss : 0.019229, lr_: 0.000057
[13:05:49.172] iteration 3817 : loss : 0.019670, lr_: 0.000057
[13:05:49.390] iteration 3818 : loss : 0.021491, lr_: 0.000057
[13:05:49.619] iteration 3819 : loss : 0.019493, lr_: 0.000057
[13:05:49.834] iteration 3820 : loss : 0.021807, lr_: 0.000057
[13:05:50.075] iteration 3821 : loss : 0.017977, lr_: 0.000057
[13:05:50.284] iteration 3822 : loss : 0.017989, lr_: 0.000057
[13:05:50.493] iteration 3823 : loss : 0.019068, lr_: 0.000057
[13:05:50.703] iteration 3824 : loss : 0.023459, lr_: 0.000057
[13:05:50.911] iteration 3825 : loss : 0.019160, lr_: 0.000057
[13:05:51.121] iteration 3826 : loss : 0.020884, lr_: 0.000057
[13:05:51.330] iteration 3827 : loss : 0.020519, lr_: 0.000057
[13:05:51.538] iteration 3828 : loss : 0.018781, lr_: 0.000057
[13:05:51.747] iteration 3829 : loss : 0.020581, lr_: 0.000057
[13:05:51.958] iteration 3830 : loss : 0.018574, lr_: 0.000057
[13:05:52.166] iteration 3831 : loss : 0.024633, lr_: 0.000057
[13:05:52.374] iteration 3832 : loss : 0.019894, lr_: 0.000057
[13:05:52.584] iteration 3833 : loss : 0.022071, lr_: 0.000057
[13:05:52.792] iteration 3834 : loss : 0.032342, lr_: 0.000057
[13:05:52.999] iteration 3835 : loss : 0.020161, lr_: 0.000057
[13:05:53.206] iteration 3836 : loss : 0.023451, lr_: 0.000057
[13:05:53.413] iteration 3837 : loss : 0.020519, lr_: 0.000057
[13:05:53.620] iteration 3838 : loss : 0.023156, lr_: 0.000057
[13:05:53.827] iteration 3839 : loss : 0.018413, lr_: 0.000057
[13:05:54.035] iteration 3840 : loss : 0.022144, lr_: 0.000057
[13:05:54.270] iteration 3841 : loss : 0.021343, lr_: 0.000057
[13:05:54.477] iteration 3842 : loss : 0.022947, lr_: 0.000057
[13:05:54.685] iteration 3843 : loss : 0.021022, lr_: 0.000057
[13:05:54.894] iteration 3844 : loss : 0.022055, lr_: 0.000057
[13:05:55.102] iteration 3845 : loss : 0.025180, lr_: 0.000057
[13:05:55.311] iteration 3846 : loss : 0.020909, lr_: 0.000057
[13:05:55.519] iteration 3847 : loss : 0.020061, lr_: 0.000057
[13:05:55.738] iteration 3848 : loss : 0.019869, lr_: 0.000057
[13:05:55.947] iteration 3849 : loss : 0.023333, lr_: 0.000057
[13:05:56.039] iteration 3850 : loss : 0.021539, lr_: 0.000057
[13:05:56.088] 
Validation ===>
[13:06:01.725] avg_dsc: 0.843573
[13:06:02.918] iteration 3851 : loss : 0.020761, lr_: 0.000057
[13:06:03.129] iteration 3852 : loss : 0.019606, lr_: 0.000057
[13:06:03.341] iteration 3853 : loss : 0.023915, lr_: 0.000057
[13:06:03.550] iteration 3854 : loss : 0.020487, lr_: 0.000057
[13:06:03.761] iteration 3855 : loss : 0.020108, lr_: 0.000057
[13:06:03.972] iteration 3856 : loss : 0.019714, lr_: 0.000057
[13:06:04.276] iteration 3857 : loss : 0.020584, lr_: 0.000057
[13:06:04.508] iteration 3858 : loss : 0.020675, lr_: 0.000057
[13:06:04.718] iteration 3859 : loss : 0.019965, lr_: 0.000057
[13:06:04.926] iteration 3860 : loss : 0.021200, lr_: 0.000057
[13:06:05.187] iteration 3861 : loss : 0.019655, lr_: 0.000057
[13:06:05.394] iteration 3862 : loss : 0.018980, lr_: 0.000057
[13:06:05.602] iteration 3863 : loss : 0.021791, lr_: 0.000057
[13:06:05.810] iteration 3864 : loss : 0.018972, lr_: 0.000057
[13:06:06.019] iteration 3865 : loss : 0.022410, lr_: 0.000057
[13:06:06.228] iteration 3866 : loss : 0.026874, lr_: 0.000057
[13:06:06.435] iteration 3867 : loss : 0.019307, lr_: 0.000057
[13:06:06.643] iteration 3868 : loss : 0.021700, lr_: 0.000057
[13:06:06.852] iteration 3869 : loss : 0.022323, lr_: 0.000057
[13:06:07.060] iteration 3870 : loss : 0.018528, lr_: 0.000057
[13:06:07.268] iteration 3871 : loss : 0.020834, lr_: 0.000057
[13:06:07.476] iteration 3872 : loss : 0.018422, lr_: 0.000057
[13:06:07.683] iteration 3873 : loss : 0.020421, lr_: 0.000057
[13:06:07.891] iteration 3874 : loss : 0.021525, lr_: 0.000057
[13:06:08.099] iteration 3875 : loss : 0.023155, lr_: 0.000057
[13:06:08.309] iteration 3876 : loss : 0.021905, lr_: 0.000057
[13:06:08.519] iteration 3877 : loss : 0.025230, lr_: 0.000056
[13:06:08.729] iteration 3878 : loss : 0.022159, lr_: 0.000056
[13:06:08.937] iteration 3879 : loss : 0.019813, lr_: 0.000056
[13:06:09.144] iteration 3880 : loss : 0.022155, lr_: 0.000056
[13:06:09.381] iteration 3881 : loss : 0.022521, lr_: 0.000056
[13:06:09.589] iteration 3882 : loss : 0.020647, lr_: 0.000056
[13:06:09.797] iteration 3883 : loss : 0.019578, lr_: 0.000056
[13:06:10.006] iteration 3884 : loss : 0.023506, lr_: 0.000056
[13:06:10.214] iteration 3885 : loss : 0.019988, lr_: 0.000056
[13:06:10.421] iteration 3886 : loss : 0.019839, lr_: 0.000056
[13:06:10.631] iteration 3887 : loss : 0.020322, lr_: 0.000056
[13:06:10.840] iteration 3888 : loss : 0.023290, lr_: 0.000056
[13:06:11.047] iteration 3889 : loss : 0.021489, lr_: 0.000056
[13:06:11.255] iteration 3890 : loss : 0.023157, lr_: 0.000056
[13:06:11.462] iteration 3891 : loss : 0.019841, lr_: 0.000056
[13:06:11.669] iteration 3892 : loss : 0.021137, lr_: 0.000056
[13:06:11.876] iteration 3893 : loss : 0.019069, lr_: 0.000056
[13:06:12.084] iteration 3894 : loss : 0.019983, lr_: 0.000056
[13:06:12.292] iteration 3895 : loss : 0.020512, lr_: 0.000056
[13:06:12.498] iteration 3896 : loss : 0.023009, lr_: 0.000056
[13:06:12.706] iteration 3897 : loss : 0.018926, lr_: 0.000056
[13:06:12.912] iteration 3898 : loss : 0.020617, lr_: 0.000056
[13:06:13.119] iteration 3899 : loss : 0.021668, lr_: 0.000056
[13:06:13.325] iteration 3900 : loss : 0.019598, lr_: 0.000056
[13:06:13.564] iteration 3901 : loss : 0.020808, lr_: 0.000056
[13:06:13.771] iteration 3902 : loss : 0.023375, lr_: 0.000056
[13:06:13.980] iteration 3903 : loss : 0.022338, lr_: 0.000056
[13:06:14.188] iteration 3904 : loss : 0.018065, lr_: 0.000056
[13:06:14.279] iteration 3905 : loss : 0.019598, lr_: 0.000056
[13:06:14.327] 
Validation ===>
[13:06:19.959] avg_dsc: 0.834369
[13:06:20.815] iteration 3906 : loss : 0.019159, lr_: 0.000056
[13:06:21.024] iteration 3907 : loss : 0.020520, lr_: 0.000056
[13:06:21.233] iteration 3908 : loss : 0.020949, lr_: 0.000056
[13:06:21.443] iteration 3909 : loss : 0.020534, lr_: 0.000056
[13:06:21.651] iteration 3910 : loss : 0.020674, lr_: 0.000056
[13:06:21.862] iteration 3911 : loss : 0.024540, lr_: 0.000056
[13:06:22.072] iteration 3912 : loss : 0.028630, lr_: 0.000056
[13:06:22.279] iteration 3913 : loss : 0.022311, lr_: 0.000056
[13:06:22.487] iteration 3914 : loss : 0.023602, lr_: 0.000056
[13:06:22.696] iteration 3915 : loss : 0.019850, lr_: 0.000056
[13:06:22.904] iteration 3916 : loss : 0.021805, lr_: 0.000056
[13:06:23.112] iteration 3917 : loss : 0.021221, lr_: 0.000056
[13:06:23.320] iteration 3918 : loss : 0.020577, lr_: 0.000056
[13:06:23.529] iteration 3919 : loss : 0.018575, lr_: 0.000056
[13:06:23.738] iteration 3920 : loss : 0.020059, lr_: 0.000056
[13:06:23.978] iteration 3921 : loss : 0.024043, lr_: 0.000056
[13:06:24.185] iteration 3922 : loss : 0.023789, lr_: 0.000056
[13:06:24.392] iteration 3923 : loss : 0.027949, lr_: 0.000056
[13:06:24.601] iteration 3924 : loss : 0.020032, lr_: 0.000056
[13:06:24.810] iteration 3925 : loss : 0.020433, lr_: 0.000056
[13:06:25.018] iteration 3926 : loss : 0.025779, lr_: 0.000056
[13:06:25.228] iteration 3927 : loss : 0.019746, lr_: 0.000056
[13:06:25.437] iteration 3928 : loss : 0.018963, lr_: 0.000056
[13:06:25.645] iteration 3929 : loss : 0.023413, lr_: 0.000056
[13:06:25.853] iteration 3930 : loss : 0.031244, lr_: 0.000056
[13:06:26.060] iteration 3931 : loss : 0.020079, lr_: 0.000056
[13:06:26.268] iteration 3932 : loss : 0.023178, lr_: 0.000056
[13:06:26.476] iteration 3933 : loss : 0.022909, lr_: 0.000056
[13:06:26.685] iteration 3934 : loss : 0.025996, lr_: 0.000056
[13:06:26.892] iteration 3935 : loss : 0.019886, lr_: 0.000056
[13:06:27.100] iteration 3936 : loss : 0.022579, lr_: 0.000056
[13:06:27.308] iteration 3937 : loss : 0.020605, lr_: 0.000056
[13:06:27.516] iteration 3938 : loss : 0.019142, lr_: 0.000056
[13:06:27.724] iteration 3939 : loss : 0.018972, lr_: 0.000056
[13:06:27.933] iteration 3940 : loss : 0.021225, lr_: 0.000056
[13:06:28.178] iteration 3941 : loss : 0.018645, lr_: 0.000056
[13:06:28.385] iteration 3942 : loss : 0.021400, lr_: 0.000056
[13:06:28.594] iteration 3943 : loss : 0.022501, lr_: 0.000056
[13:06:28.802] iteration 3944 : loss : 0.020945, lr_: 0.000056
[13:06:29.010] iteration 3945 : loss : 0.026426, lr_: 0.000056
[13:06:29.217] iteration 3946 : loss : 0.020069, lr_: 0.000056
[13:06:29.424] iteration 3947 : loss : 0.021487, lr_: 0.000056
[13:06:29.632] iteration 3948 : loss : 0.020400, lr_: 0.000056
[13:06:29.839] iteration 3949 : loss : 0.020736, lr_: 0.000056
[13:06:30.047] iteration 3950 : loss : 0.019477, lr_: 0.000056
[13:06:30.254] iteration 3951 : loss : 0.024891, lr_: 0.000056
[13:06:30.461] iteration 3952 : loss : 0.019554, lr_: 0.000056
[13:06:30.668] iteration 3953 : loss : 0.026687, lr_: 0.000056
[13:06:30.875] iteration 3954 : loss : 0.019609, lr_: 0.000056
[13:06:31.083] iteration 3955 : loss : 0.022594, lr_: 0.000056
[13:06:31.290] iteration 3956 : loss : 0.021387, lr_: 0.000056
[13:06:31.497] iteration 3957 : loss : 0.019243, lr_: 0.000056
[13:06:31.705] iteration 3958 : loss : 0.023615, lr_: 0.000056
[13:06:31.912] iteration 3959 : loss : 0.027302, lr_: 0.000056
[13:06:32.003] iteration 3960 : loss : 0.018476, lr_: 0.000056
[13:06:32.083] 
Validation ===>
[13:06:37.595] avg_dsc: 0.840789
[13:06:38.506] iteration 3961 : loss : 0.022725, lr_: 0.000056
[13:06:38.718] iteration 3962 : loss : 0.020629, lr_: 0.000056
[13:06:38.925] iteration 3963 : loss : 0.022342, lr_: 0.000055
[13:06:39.133] iteration 3964 : loss : 0.019290, lr_: 0.000055
[13:06:39.341] iteration 3965 : loss : 0.018007, lr_: 0.000055
[13:06:39.549] iteration 3966 : loss : 0.021624, lr_: 0.000055
[13:06:39.757] iteration 3967 : loss : 0.022413, lr_: 0.000055
[13:06:39.965] iteration 3968 : loss : 0.020331, lr_: 0.000055
[13:06:40.172] iteration 3969 : loss : 0.020753, lr_: 0.000055
[13:06:40.380] iteration 3970 : loss : 0.023982, lr_: 0.000055
[13:06:40.588] iteration 3971 : loss : 0.022976, lr_: 0.000055
[13:06:40.795] iteration 3972 : loss : 0.022450, lr_: 0.000055
[13:06:41.004] iteration 3973 : loss : 0.020162, lr_: 0.000055
[13:06:41.213] iteration 3974 : loss : 0.020122, lr_: 0.000055
[13:06:41.422] iteration 3975 : loss : 0.020898, lr_: 0.000055
[13:06:41.633] iteration 3976 : loss : 0.019614, lr_: 0.000055
[13:06:41.841] iteration 3977 : loss : 0.018319, lr_: 0.000055
[13:06:42.048] iteration 3978 : loss : 0.019598, lr_: 0.000055
[13:06:42.256] iteration 3979 : loss : 0.020270, lr_: 0.000055
[13:06:42.463] iteration 3980 : loss : 0.020363, lr_: 0.000055
[13:06:42.706] iteration 3981 : loss : 0.021543, lr_: 0.000055
[13:06:42.914] iteration 3982 : loss : 0.023316, lr_: 0.000055
[13:06:43.122] iteration 3983 : loss : 0.022557, lr_: 0.000055
[13:06:43.330] iteration 3984 : loss : 0.024371, lr_: 0.000055
[13:06:43.538] iteration 3985 : loss : 0.022707, lr_: 0.000055
[13:06:43.746] iteration 3986 : loss : 0.019904, lr_: 0.000055
[13:06:43.954] iteration 3987 : loss : 0.023085, lr_: 0.000055
[13:06:44.162] iteration 3988 : loss : 0.032698, lr_: 0.000055
[13:06:44.371] iteration 3989 : loss : 0.021504, lr_: 0.000055
[13:06:44.579] iteration 3990 : loss : 0.019876, lr_: 0.000055
[13:06:44.789] iteration 3991 : loss : 0.021422, lr_: 0.000055
[13:06:45.000] iteration 3992 : loss : 0.022226, lr_: 0.000055
[13:06:45.208] iteration 3993 : loss : 0.021408, lr_: 0.000055
[13:06:45.417] iteration 3994 : loss : 0.022776, lr_: 0.000055
[13:06:45.627] iteration 3995 : loss : 0.020846, lr_: 0.000055
[13:06:45.835] iteration 3996 : loss : 0.021114, lr_: 0.000055
[13:06:46.042] iteration 3997 : loss : 0.021509, lr_: 0.000055
[13:06:46.250] iteration 3998 : loss : 0.021731, lr_: 0.000055
[13:06:46.457] iteration 3999 : loss : 0.029130, lr_: 0.000055
[13:06:46.664] iteration 4000 : loss : 0.023076, lr_: 0.000055
[13:06:46.901] iteration 4001 : loss : 0.019861, lr_: 0.000055
[13:06:47.108] iteration 4002 : loss : 0.019858, lr_: 0.000055
[13:06:47.315] iteration 4003 : loss : 0.020266, lr_: 0.000055
[13:06:47.522] iteration 4004 : loss : 0.022236, lr_: 0.000055
[13:06:47.728] iteration 4005 : loss : 0.022437, lr_: 0.000055
[13:06:47.936] iteration 4006 : loss : 0.020133, lr_: 0.000055
[13:06:48.144] iteration 4007 : loss : 0.023777, lr_: 0.000055
[13:06:48.350] iteration 4008 : loss : 0.019669, lr_: 0.000055
[13:06:48.557] iteration 4009 : loss : 0.022954, lr_: 0.000055
[13:06:48.764] iteration 4010 : loss : 0.019120, lr_: 0.000055
[13:06:48.971] iteration 4011 : loss : 0.019328, lr_: 0.000055
[13:06:49.179] iteration 4012 : loss : 0.020107, lr_: 0.000055
[13:06:49.386] iteration 4013 : loss : 0.021874, lr_: 0.000055
[13:06:49.594] iteration 4014 : loss : 0.020653, lr_: 0.000055
[13:06:49.686] iteration 4015 : loss : 0.021407, lr_: 0.000055
[13:06:49.733] 
Validation ===>
[13:06:55.509] avg_dsc: 0.747056
[13:06:56.290] iteration 4016 : loss : 0.024377, lr_: 0.000055
[13:06:56.532] iteration 4017 : loss : 0.032980, lr_: 0.000055
[13:06:56.740] iteration 4018 : loss : 0.022253, lr_: 0.000055
[13:06:56.950] iteration 4019 : loss : 0.022251, lr_: 0.000055
[13:06:57.158] iteration 4020 : loss : 0.022295, lr_: 0.000055
[13:06:57.403] iteration 4021 : loss : 0.022695, lr_: 0.000055
[13:06:57.612] iteration 4022 : loss : 0.029050, lr_: 0.000055
[13:06:57.819] iteration 4023 : loss : 0.019264, lr_: 0.000055
[13:06:58.027] iteration 4024 : loss : 0.021060, lr_: 0.000055
[13:06:58.236] iteration 4025 : loss : 0.021111, lr_: 0.000055
[13:06:58.445] iteration 4026 : loss : 0.023333, lr_: 0.000055
[13:06:58.654] iteration 4027 : loss : 0.021051, lr_: 0.000055
[13:06:58.863] iteration 4028 : loss : 0.026637, lr_: 0.000055
[13:06:59.070] iteration 4029 : loss : 0.020817, lr_: 0.000055
[13:06:59.279] iteration 4030 : loss : 0.021644, lr_: 0.000055
[13:06:59.486] iteration 4031 : loss : 0.024571, lr_: 0.000055
[13:06:59.694] iteration 4032 : loss : 0.023878, lr_: 0.000055
[13:06:59.902] iteration 4033 : loss : 0.020529, lr_: 0.000055
[13:07:00.113] iteration 4034 : loss : 0.024679, lr_: 0.000055
[13:07:00.321] iteration 4035 : loss : 0.022046, lr_: 0.000055
[13:07:00.531] iteration 4036 : loss : 0.024083, lr_: 0.000055
[13:07:00.741] iteration 4037 : loss : 0.021334, lr_: 0.000055
[13:07:00.950] iteration 4038 : loss : 0.021791, lr_: 0.000055
[13:07:01.159] iteration 4039 : loss : 0.020786, lr_: 0.000055
[13:07:01.368] iteration 4040 : loss : 0.023527, lr_: 0.000055
[13:07:01.607] iteration 4041 : loss : 0.022644, lr_: 0.000055
[13:07:01.821] iteration 4042 : loss : 0.019504, lr_: 0.000055
[13:07:02.032] iteration 4043 : loss : 0.021630, lr_: 0.000055
[13:07:02.248] iteration 4044 : loss : 0.019156, lr_: 0.000055
[13:07:02.459] iteration 4045 : loss : 0.022126, lr_: 0.000055
[13:07:02.671] iteration 4046 : loss : 0.021135, lr_: 0.000055
[13:07:02.879] iteration 4047 : loss : 0.022546, lr_: 0.000055
[13:07:03.087] iteration 4048 : loss : 0.020343, lr_: 0.000054
[13:07:03.295] iteration 4049 : loss : 0.019477, lr_: 0.000054
[13:07:03.506] iteration 4050 : loss : 0.025495, lr_: 0.000054
[13:07:03.714] iteration 4051 : loss : 0.022339, lr_: 0.000054
[13:07:03.926] iteration 4052 : loss : 0.023100, lr_: 0.000054
[13:07:04.137] iteration 4053 : loss : 0.020401, lr_: 0.000054
[13:07:04.346] iteration 4054 : loss : 0.027862, lr_: 0.000054
[13:07:04.553] iteration 4055 : loss : 0.023343, lr_: 0.000054
[13:07:04.761] iteration 4056 : loss : 0.023194, lr_: 0.000054
[13:07:04.969] iteration 4057 : loss : 0.023253, lr_: 0.000054
[13:07:05.177] iteration 4058 : loss : 0.022018, lr_: 0.000054
[13:07:05.385] iteration 4059 : loss : 0.023473, lr_: 0.000054
[13:07:05.593] iteration 4060 : loss : 0.025446, lr_: 0.000054
[13:07:05.831] iteration 4061 : loss : 0.023981, lr_: 0.000054
[13:07:06.038] iteration 4062 : loss : 0.022205, lr_: 0.000054
[13:07:06.246] iteration 4063 : loss : 0.018995, lr_: 0.000054
[13:07:06.453] iteration 4064 : loss : 0.037500, lr_: 0.000054
[13:07:06.661] iteration 4065 : loss : 0.025439, lr_: 0.000054
[13:07:06.868] iteration 4066 : loss : 0.019136, lr_: 0.000054
[13:07:07.075] iteration 4067 : loss : 0.021779, lr_: 0.000054
[13:07:07.283] iteration 4068 : loss : 0.024866, lr_: 0.000054
[13:07:07.490] iteration 4069 : loss : 0.022474, lr_: 0.000054
[13:07:07.582] iteration 4070 : loss : 0.021344, lr_: 0.000054
[13:07:07.633] 
Validation ===>
[13:07:13.376] avg_dsc: 0.837715
[13:07:14.126] iteration 4071 : loss : 0.022015, lr_: 0.000054
[13:07:14.399] iteration 4072 : loss : 0.033216, lr_: 0.000054
[13:07:14.607] iteration 4073 : loss : 0.021965, lr_: 0.000054
[13:07:14.814] iteration 4074 : loss : 0.020174, lr_: 0.000054
[13:07:15.022] iteration 4075 : loss : 0.023081, lr_: 0.000054
[13:07:15.230] iteration 4076 : loss : 0.022699, lr_: 0.000054
[13:07:15.439] iteration 4077 : loss : 0.022854, lr_: 0.000054
[13:07:15.647] iteration 4078 : loss : 0.018764, lr_: 0.000054
[13:07:15.855] iteration 4079 : loss : 0.020939, lr_: 0.000054
[13:07:16.063] iteration 4080 : loss : 0.022923, lr_: 0.000054
[13:07:16.306] iteration 4081 : loss : 0.021836, lr_: 0.000054
[13:07:16.514] iteration 4082 : loss : 0.021578, lr_: 0.000054
[13:07:16.722] iteration 4083 : loss : 0.022535, lr_: 0.000054
[13:07:16.932] iteration 4084 : loss : 0.022778, lr_: 0.000054
[13:07:17.141] iteration 4085 : loss : 0.021284, lr_: 0.000054
[13:07:17.349] iteration 4086 : loss : 0.021531, lr_: 0.000054
[13:07:17.556] iteration 4087 : loss : 0.022502, lr_: 0.000054
[13:07:17.766] iteration 4088 : loss : 0.019413, lr_: 0.000054
[13:07:17.975] iteration 4089 : loss : 0.020104, lr_: 0.000054
[13:07:18.184] iteration 4090 : loss : 0.023594, lr_: 0.000054
[13:07:18.391] iteration 4091 : loss : 0.021100, lr_: 0.000054
[13:07:18.599] iteration 4092 : loss : 0.023195, lr_: 0.000054
[13:07:18.808] iteration 4093 : loss : 0.022685, lr_: 0.000054
[13:07:19.017] iteration 4094 : loss : 0.021770, lr_: 0.000054
[13:07:19.226] iteration 4095 : loss : 0.023945, lr_: 0.000054
[13:07:19.435] iteration 4096 : loss : 0.020314, lr_: 0.000054
[13:07:19.647] iteration 4097 : loss : 0.022323, lr_: 0.000054
[13:07:19.855] iteration 4098 : loss : 0.021344, lr_: 0.000054
[13:07:20.065] iteration 4099 : loss : 0.019966, lr_: 0.000054
[13:07:20.273] iteration 4100 : loss : 0.022551, lr_: 0.000054
[13:07:20.518] iteration 4101 : loss : 0.021537, lr_: 0.000054
[13:07:20.728] iteration 4102 : loss : 0.021364, lr_: 0.000054
[13:07:20.935] iteration 4103 : loss : 0.021785, lr_: 0.000054
[13:07:21.143] iteration 4104 : loss : 0.020022, lr_: 0.000054
[13:07:21.352] iteration 4105 : loss : 0.019711, lr_: 0.000054
